maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha,
5,51,14,b,5-51-14-B,svasti na indraś cāgniś ca svasti no adite kṛdhi,"Indra and Agni, prosper us; prosper us thou, O Aditi.",स्वस्ति न इन्द्रश्चाग्निश्च स्वस्ति नो अदिते कृधि,5-51-14,svasti | mitrāvaruṇā | svasti | pathye | revati || svasti | naḥ | indraḥ | ca | agniḥ | ca | svasti | naḥ | adite | kr̥dhi ||5.51.14||,
5,51,15,a,5-51-15-A,svasti panthām anu carema sūryācandramasāv iva,"Like Sun and Moon may we pursue in full prosperity our path,",स्वस्ति पन्थामनु चरेम सूर्याचन्द्रमसाविव,5-51-15,svasti | panthām | anu | carema | sūryācandramasau-iva || punaḥ | dadatā | aghnatā | jānatā | sam | gamemahi ||5.51.15||,
5,51,15,b,5-51-15-B,punar dadatāghnatā jānatā saṁ gamemahi,"And meet with one who gives again, -who knows us well and slays us not.",पुनर्ददताघ्नता जानता सं गमेमहि,5-51-15,svasti | panthām | anu | carema | sūryācandramasau-iva || punaḥ | dadatā | aghnatā | jānatā | sam | gamemahi ||5.51.15||,
5,52,1,a,5-52-1-A,pra śyāvāśva dhṛṣṇuyārcā marudbhir ṛkvabhiḥ,"SING boldly forth, Syavasva, with the Maruts who are loud in song,",प्र श्यावाश्व धृष्णुयार्चा मरुद्भिरृक्वभिः,5-52-1,pra | śyāva-aśva | dhr̥ṣṇu-yā | arca | marut-bhiḥ | r̥kva-bhiḥ || ye | adrogham | anu-svadham | śravaḥ | madanti | yajñiyāḥ ||5.52.1||,
5,52,1,b,5-52-1-B,ye adrogham anuṣvadhaṁ śravo madanti yajñiyāḥ,"Who, holy, as their wont is, joy in glory that is free from guile.",ये अद्रोघमनुष्वधं श्रवो मदन्ति यज्ञियाः,5-52-1,pra | śyāva-aśva | dhr̥ṣṇu-yā | arca | marut-bhiḥ | r̥kva-bhiḥ || ye | adrogham | anu-svadham | śravaḥ | madanti | yajñiyāḥ ||5.52.1||,
5,52,2,a,5-52-2-A,te hi sthirasya śavasaḥ sakhāyaḥ santi dhṛṣṇuyā,For in their boldness they are friends of firm and sure heroic strength.,ते हि स्थिरस्य शवसः सखायः सन्ति धृष्णुया,5-52-2,te | hi | sthirasya | śavasaḥ | sakhāyaḥ | santi | dhr̥ṣṇu-yā || te | yāman | ā | dhr̥ṣat-vinaḥ | tmanā | pānti | śaśvataḥ ||5.52.2||,
5,52,2,b,5-52-2-B,te yāmann ā dhṛṣadvinas tmanā pānti śaśvataḥ,"They in their course, bold-spirited, guard all men of their own accord.",ते यामन्ना धृषद्विनस्त्मना पान्ति शश्वतः,5-52-2,te | hi | sthirasya | śavasaḥ | sakhāyaḥ | santi | dhr̥ṣṇu-yā || te | yāman | ā | dhr̥ṣat-vinaḥ | tmanā | pānti | śaśvataḥ ||5.52.2||,
5,52,3,a,5-52-3-A,te syandrāso nokṣaṇo 'ti ṣkandanti śarvarīḥ,Like steers in rapid motion they advance and overtake the nights;,ते स्यन्द्रासो नोक्षणोऽति ष्कन्दन्ति शर्वरीः,5-52-3,te | spandrāsaḥ | na | ukṣaṇaḥ | ati | skandanti | śarvarīḥ || marutām | adha | mahaḥ | divi | kṣamā | ca | manmahe ||5.52.3||,
5,52,3,b,5-52-3-B,marutām adhā maho divi kṣamā ca manmahe,And thus the Maruts' power in heaven and on the earth we celebrate.,मरुतामधा महो दिवि क्षमा च मन्महे,5-52-3,te | spandrāsaḥ | na | ukṣaṇaḥ | ati | skandanti | śarvarīḥ || marutām | adha | mahaḥ | divi | kṣamā | ca | manmahe ||5.52.3||,
5,52,4,a,5-52-4-A,marutsu vo dadhīmahi stomaṁ yajñaṁ ca dhṛṣṇuyā,With boldness to your Maruts let us offer laud and sacrifice:,मरुत्सु वो दधीमहि स्तोमं यज्ञं च धृष्णुया,5-52-4,marut-su | vaḥ | dadhīmahi | stomam | yajñam | ca | dhr̥ṣṇu-yā || viśve | ye | mānuṣā | yugā | pānti | martyam | riṣaḥ ||5.52.4||,
5,52,4,b,5-52-4-B,viśve ye mānuṣā yugā pānti martyaṁ riṣaḥ,"Who all, through ages of mankind, guard mortal man from injury.",विश्वे ये मानुषा युगा पान्ति मर्त्यं रिषः,5-52-4,marut-su | vaḥ | dadhīmahi | stomam | yajñam | ca | dhr̥ṣṇu-yā || viśve | ye | mānuṣā | yugā | pānti | martyam | riṣaḥ ||5.52.4||,
5,52,5,a,5-52-5-A,arhanto ye sudānavo naro asāmiśavasaḥ,"Praiseworthy, givers of good gifts, Heroes with full and perfect strength -",अर्हन्तो ये सुदानवो नरो असामिशवसः,5-52-5,arhantaḥ | ye | su-dānavaḥ | naraḥ | asāmi-śavasaḥ || pra | yajñam | yajñiyebhyaḥ | divaḥ | arca | marut-bhyaḥ ||5.52.5||,
5,52,5,b,5-52-5-B,pra yajñaṁ yajñiyebhyo divo arcā marudbhyaḥ,"To Maruts, Holy Ones of heaven, will I extol the sacrifice.",प्र यज्ञं यज्ञियेभ्यो दिवो अर्चा मरुद्भ्यः,5-52-5,arhantaḥ | ye | su-dānavaḥ | naraḥ | asāmi-śavasaḥ || pra | yajñam | yajñiyebhyaḥ | divaḥ | arca | marut-bhyaḥ ||5.52.5||,
5,52,6,a,5-52-6-A,ā rukmair ā yudhā nara ṛṣvā ṛṣṭīr asṛkṣata,The lofty Heroes cast their spears and weapons bright with gleaming gold.,आ रुक्मैरा युधा नर ऋष्वा ऋष्टीरसृक्षत,5-52-6,ā | rukmaiḥ | ā | yudhā | naraḥ | r̥ṣvāḥ | r̥ṣṭīḥ | asr̥kṣata || anu | enān | aha | vi-dyutaḥ | marutaḥ | jajjhatīḥ-iva | bhānuḥ | arta | tmanā | divaḥ ||5.52.6||,
5,52,6,b,5-52-6-B,anv enām̐ aha vidyuto maruto jajjhatīr iva bhānur arta tmanā divaḥ,"After these Maruts followed close, like laughing lightning from the sky, a splendour of its own accord.",अन्वेनाँ अह विद्युतो मरुतो जज्झतीरिव भानुरर्त त्मना दिवः,5-52-6,ā | rukmaiḥ | ā | yudhā | naraḥ | r̥ṣvāḥ | r̥ṣṭīḥ | asr̥kṣata || anu | enān | aha | vi-dyutaḥ | marutaḥ | jajjhatīḥ-iva | bhānuḥ | arta | tmanā | divaḥ ||5.52.6||,
5,52,7,a,5-52-7-A,ye vāvṛdhanta pārthivā ya urāv antarikṣa ā,"They who waxed mighty, of the earth, they who are in the wide mid-air,",ये वावृधन्त पार्थिवा य उरावन्तरिक्ष आ,5-52-7,ye | vavr̥dhanta | pārthivāḥ | ye | urau | antarikṣe | ā || vr̥jane | vā | nadīnām | sadha-sthe | vā | mahaḥ | divaḥ ||5.52.7||,
5,52,7,b,5-52-7-B,vṛjane vā nadīnāṁ sadhasthe vā maho divaḥ,"Or in the rivers' compass, or in the abode of ample heaven.",वृजने वा नदीनां सधस्थे वा महो दिवः,5-52-7,ye | vavr̥dhanta | pārthivāḥ | ye | urau | antarikṣe | ā || vr̥jane | vā | nadīnām | sadha-sthe | vā | mahaḥ | divaḥ ||5.52.7||,
5,52,8,a,5-52-8-A,śardho mārutam uc chaṁsa satyaśavasam ṛbhvasam,"Praise thou the Maruts' company, the valorous and truly strong,",शर्धो मारुतमुच्छंस सत्यशवसमृभ्वसम्,5-52-8,śardhaḥ | mārutam | ut | śaṁsa | satya-śavasam | r̥bhvasam || uta | sma | te | śubhe | naraḥ | pra | spandrāḥ | yujata | tmanā ||5.52.8||,
5,52,8,b,5-52-8-B,uta sma te śubhe naraḥ pra syandrā yujata tmanā,"The Heroes, hasting, by themselves have yoked their deer for victory.",उत स्म ते शुभे नरः प्र स्यन्द्रा युजत त्मना,5-52-8,śardhaḥ | mārutam | ut | śaṁsa | satya-śavasam | r̥bhvasam || uta | sma | te | śubhe | naraḥ | pra | spandrāḥ | yujata | tmanā ||5.52.8||,
5,52,9,a,5-52-9-A,uta sma te paruṣṇyām ūrṇā vasata śundhyavaḥ,"Fair-gleaming, on Parusni they have clothed themselves in robes of wool,",उत स्म ते परुष्ण्यामूर्णा वसत शुन्ध्यवः,5-52-9,uta | sma | te | paruṣṇyām | ūrṇāḥ | vasata | śundhyavaḥ || uta | pavyā | rathānām | adrim | bhindanti | ojasā ||5.52.9||,
5,52,9,b,5-52-9-B,uta pavyā rathānām adrim bhindanty ojasā,And with their chariot tires they cleave the rock asunder in their might.,उत पव्या रथानामद्रिं भिन्दन्त्योजसा,5-52-9,uta | sma | te | paruṣṇyām | ūrṇāḥ | vasata | śundhyavaḥ || uta | pavyā | rathānām | adrim | bhindanti | ojasā ||5.52.9||,
5,52,10,a,5-52-10-A,āpathayo vipathayo 'ntaspathā anupathāḥ,"Whether as wanderers from the way or speeders on or to the path,",आपथयो विपथयोऽन्तस्पथा अनुपथाः,5-52-10,āpathayaḥ | vi-pathayaḥ | antaḥ-pathāḥ | anu-pathāḥ || etebhiḥ | mahyam | nāma-bhiḥ | yajñam | vi-stāraḥ | ohate ||5.52.10||,
5,52,10,b,5-52-10-B,etebhir mahyaṁ nāmabhir yajñaṁ viṣṭāra ohate,Under these names the spreading band tend well the sacrifice for me.,एतेभिर्मह्यं नामभिर्यज्ञं विष्टार ओहते,5-52-10,āpathayaḥ | vi-pathayaḥ | antaḥ-pathāḥ | anu-pathāḥ || etebhiḥ | mahyam | nāma-bhiḥ | yajñam | vi-stāraḥ | ohate ||5.52.10||,
5,52,11,a,5-52-11-A,adhā naro ny ohate 'dhā niyuta ohate,"To this the Heroes well attend, well do their teams attend to this.",अधा नरो न्योहतेऽधा नियुत ओहते,5-52-11,adha | naraḥ | ni | ohate | adha | ni-yutaḥ | ohate || adha | pārāvatāḥ | iti | citrā | rūpāṇi | darśyā ||5.52.11||,
5,52,11,b,5-52-11-B,adhā pārāvatā iti citrā rūpāṇi darśyā,"Visible are their varied forms. Behold, they are Paravatas.",अधा पारावता इति चित्रा रूपाणि दर्श्या,5-52-11,adha | naraḥ | ni | ohate | adha | ni-yutaḥ | ohate || adha | pārāvatāḥ | iti | citrā | rūpāṇi | darśyā ||5.52.11||,
5,52,12,a,5-52-12-A,chandaḥstubhaḥ kubhanyava utsam ā kīriṇo nṛtuḥ,"Hymn-singing, seeking water, they, praising, have danced about the spring.",छन्दःस्तुभः कुभन्यव उत्समा कीरिणो नृतुः,5-52-12,chandaḥ-stubhaḥ | kubhanyavaḥ | utsam | ā | kīriṇaḥ | nr̥tuḥ || te | me | ke | cit | na | tāyavaḥ | ūmāḥ | āsan | dr̥śi | tviṣe ||5.52.12||,
5,52,12,b,5-52-12-B,te me ke cin na tāyava ūmā āsan dṛśi tviṣe,"What are they unto me? No thieves, but helpers, splendid to behold.",ते मे के चिन्न तायव ऊमा आसन्दृशि त्विषे,5-52-12,chandaḥ-stubhaḥ | kubhanyavaḥ | utsam | ā | kīriṇaḥ | nr̥tuḥ || te | me | ke | cit | na | tāyavaḥ | ūmāḥ | āsan | dr̥śi | tviṣe ||5.52.12||,
5,52,13,a,5-52-13-A,ya ṛṣvā ṛṣṭividyutaḥ kavayaḥ santi vedhasaḥ,"Sublime, with lightnings for their spears, Sages and Orderers are they.",य ऋष्वा ऋष्टिविद्युतः कवयः सन्ति वेधसः,5-52-13,ye | r̥ṣvāḥ | r̥ṣṭi-vidyutaḥ | kavayaḥ | santi | vedhasaḥ || tam | r̥ṣe | mārutam | gaṇam | namasya | ramaya | girā ||5.52.13||,
5,52,13,b,5-52-13-B,tam ṛṣe mārutaṁ gaṇaṁ namasyā ramayā girā,"Rsi, adore that Marut host, and make them happy with thy song.",तमृषे मारुतं गणं नमस्या रमया गिरा,5-52-13,ye | r̥ṣvāḥ | r̥ṣṭi-vidyutaḥ | kavayaḥ | santi | vedhasaḥ || tam | r̥ṣe | mārutam | gaṇam | namasya | ramaya | girā ||5.52.13||,
5,52,14,a,5-52-14-A,accha ṛṣe mārutaṁ gaṇaṁ dānā mitraṁ na yoṣaṇā,"Rsi, invite the Marut band with offerings, as a maid her friend.",अच्छ ऋषे मारुतं गणं दाना मित्रं न योषणा,5-52-14,accha | r̥ṣe | mārutam | gaṇam | dānā | mitram | na | yoṣaṇā || divaḥ | vā | dhr̥ṣṇavaḥ | ojasā | stutāḥ | dhībhiḥ | iṣaṇyata ||5.52.14||,
5,52,14,b,5-52-14-B,divo vā dhṛṣṇava ojasā stutā dhībhir iṣaṇyata,"From heaven, too, Bold Ones, in your might haste hither glorified with songs.",दिवो वा धृष्णव ओजसा स्तुता धीभिरिषण्यत,5-52-14,accha | r̥ṣe | mārutam | gaṇam | dānā | mitram | na | yoṣaṇā || divaḥ | vā | dhr̥ṣṇavaḥ | ojasā | stutāḥ | dhībhiḥ | iṣaṇyata ||5.52.14||,
5,52,15,a,5-52-15-A,nū manvāna eṣāṁ devām̐ acchā na vakṣaṇā,"Thinking of these now let him come, as with the escort of the Gods,",नू मन्वान एषां देवाँ अच्छा न वक्षणा,5-52-15,nu | manvānaḥ | eṣām | devān | accha | na | vakṣaṇā || dānā | saceta | sūri-bhiḥ | yāma-śrutebhiḥ | añji-bhiḥ ||5.52.15||,
5,52,15,b,5-52-15-B,dānā saceta sūribhir yāmaśrutebhir añjibhiḥ,"And with the splendid Princes, famed for rapid courses, to the gifts.",दाना सचेत सूरिभिर्यामश्रुतेभिरञ्जिभिः,5-52-15,nu | manvānaḥ | eṣām | devān | accha | na | vakṣaṇā || dānā | saceta | sūri-bhiḥ | yāma-śrutebhiḥ | añji-bhiḥ ||5.52.15||,
5,52,16,a,5-52-16-A,pra ye me bandhveṣe gāṁ vocanta sūrayaḥ pṛśniṁ vocanta mātaram,"Princes, who, when I asked their kin, named Prsni as their Mother-cow,",प्र ये मे बन्ध्वेषे गां वोचन्त सूरयः पृश्निं वोचन्त मातरम्,5-52-16,pra | ye | me | bandhu-eṣe | gām | vocanta | sūrayaḥ | pr̥śnim | vocanta | mātaram || adha | pitaram | iṣmiṇam | rudram | vocanta | śikvasaḥ ||5.52.16||,
5,52,16,b,5-52-16-B,adhā pitaram iṣmiṇaṁ rudraṁ vocanta śikvasaḥ,"And the impetuous Rudra they, the Mighty Ones, declared their Sire.",अधा पितरमिष्मिणं रुद्रं वोचन्त शिक्वसः,5-52-16,pra | ye | me | bandhu-eṣe | gām | vocanta | sūrayaḥ | pr̥śnim | vocanta | mātaram || adha | pitaram | iṣmiṇam | rudram | vocanta | śikvasaḥ ||5.52.16||,
5,52,17,a,5-52-17-A,sapta me sapta śākina ekam-ekā śatā daduḥ,"The mighty ones, the seven times seven, have singly given me hundred gifts.",सप्त मे सप्त शाकिन एकमेका शता ददुः,5-52-17,sapta | me | sapta | śākinaḥ | ekam-ekā | śatā | daduḥ || yamunāyām | adhi | śrutam | ut | rādhaḥ | gavyam | mr̥je | ni | rādhaḥ | aśvyam | mr̥je ||5.52.17||,
5,52,17,b,5-52-17-B,yamunāyām adhi śrutam ud rādho gavyam mṛje ni rādho aśvyam mṛje,I have obtained on Yamuna famed wealth in kine and wealth in steeds.,यमुनायामधि श्रुतमुद्राधो गव्यं मृजे नि राधो अश्व्यं मृजे,5-52-17,sapta | me | sapta | śākinaḥ | ekam-ekā | śatā | daduḥ || yamunāyām | adhi | śrutam | ut | rādhaḥ | gavyam | mr̥je | ni | rādhaḥ | aśvyam | mr̥je ||5.52.17||,
5,53,1,a,5-53-1-A,ko veda jānam eṣāṁ ko vā purā sumneṣv āsa marutām,"Who knows the birth of these, or who lived in the Maruts' favour in the days of old",को वेद जानमेषां को वा पुरा सुम्नेष्वास मरुताम्,5-53-1,kaḥ | veda | jānam | eṣām | kaḥ | vā | purā | sumneṣu | āsa | marutām || yat | yuyujre | kilāsyaḥ ||5.53.1||,
5,53,1,b,5-53-1-B,yad yuyujre kilāsyaḥ,What time their spotted deer were yoked?,यद्युयुज्रे किलास्यः,5-53-1,kaḥ | veda | jānam | eṣām | kaḥ | vā | purā | sumneṣu | āsa | marutām || yat | yuyujre | kilāsyaḥ ||5.53.1||,
5,53,2,a,5-53-2-A,aitān ratheṣu tasthuṣaḥ kaḥ śuśrāva kathā yayuḥ,"Who, when they stood upon their cars, hath heard them tell the way they went?",ऐतान्रथेषु तस्थुषः कः शुश्राव कथा ययुः,5-53-2,ā | etān | ratheṣu | tasthuṣaḥ | kaḥ | śuśrāva | kathā | yayuḥ || kasmai | sasruḥ | su-dāse | anu | āpayaḥ | iḷābhiḥ | vr̥ṣṭayaḥ | saha ||5.53.2||,
5,53,2,b,5-53-2-B,kasmai sasruḥ sudāse anv āpaya iḻābhir vṛṣṭayaḥ saha,Who was the bounteous man to whom their kindred rains flowed down with food of sacrifice?,कस्मै सस्रुः सुदासे अन्वापय इळाभिर्वृष्टयः सह,5-53-2,ā | etān | ratheṣu | tasthuṣaḥ | kaḥ | śuśrāva | kathā | yayuḥ || kasmai | sasruḥ | su-dāse | anu | āpayaḥ | iḷābhiḥ | vr̥ṣṭayaḥ | saha ||5.53.2||,
5,53,3,a,5-53-3-A,te ma āhur ya āyayur upa dyubhir vibhir made,"To me they told it, and they came with winged steeds radiant to the draught,",ते म आहुर्य आययुरुप द्युभिर्विभिर्मदे,5-53-3,te | me | āhuḥ | ye | ā-yayuḥ | upa | dyu-bhiḥ | vi-bhiḥ | made || naraḥ | maryāḥ | arepasaḥ | imān | paśyan | iti | stuhi ||5.53.3||,
5,53,3,b,5-53-3-B,naro maryā arepasa imān paśyann iti ṣṭuhi,"Youths, Heroes free from spot or stain: Behold us here and praise thou us;",नरो मर्या अरेपस इमान्पश्यन्निति ष्टुहि,5-53-3,te | me | āhuḥ | ye | ā-yayuḥ | upa | dyu-bhiḥ | vi-bhiḥ | made || naraḥ | maryāḥ | arepasaḥ | imān | paśyan | iti | stuhi ||5.53.3||,
5,53,4,a,5-53-4-A,ye añjiṣu ye vāśīṣu svabhānavaḥ srakṣu rukmeṣu khādiṣu,"Who shine self-luminous with ornaments and swords, with breastplates, armlets, and with wreaths,",ये अञ्जिषु ये वाशीषु स्वभानवः स्रक्षु रुक्मेषु खादिषु,5-53-4,ye | añjiṣu | ye | vāśīṣu | sva-bhānavaḥ | srakṣu | rukmeṣu | khādiṣu || śrāyāḥ | ratheṣu | dhanva-su ||5.53.4||,
5,53,4,b,5-53-4-B,śrāyā ratheṣu dhanvasu,Arrayed on chariots and with bows.,श्राया रथेषु धन्वसु,5-53-4,ye | añjiṣu | ye | vāśīṣu | sva-bhānavaḥ | srakṣu | rukmeṣu | khādiṣu || śrāyāḥ | ratheṣu | dhanva-su ||5.53.4||,
5,53,5,a,5-53-5-A,yuṣmākaṁ smā rathām̐ anu mude dadhe maruto jīradānavaḥ,"O swift to pour your bounties down, ye Maruts, with delight I look upon your cars,",युष्माकं स्मा रथाँ अनु मुदे दधे मरुतो जीरदानवः,5-53-5,yuṣmākam | sma | rathān | anu | mude | dadhe | marutaḥ | jīra-dānavaḥ || vr̥ṣṭī | dyāvaḥ | yatīḥ-iva ||5.53.5||,
5,53,5,b,5-53-5-B,vṛṣṭī dyāvo yatīr iva,Like splendours coming through the rain.,वृष्टी द्यावो यतीरिव,5-53-5,yuṣmākam | sma | rathān | anu | mude | dadhe | marutaḥ | jīra-dānavaḥ || vr̥ṣṭī | dyāvaḥ | yatīḥ-iva ||5.53.5||,
5,53,6,a,5-53-6-A,ā yaṁ naraḥ sudānavo dadāśuṣe divaḥ kośam acucyavuḥ,"Munificent Heroes, they have cast heaven's treasury down for the worshipper's behoof:",आ यं नरः सुदानवो ददाशुषे दिवः कोशमचुच्यवुः,5-53-6,ā | yam | naraḥ | su-dānavaḥ | dadāśuṣe | divaḥ | kośam | acucyavuḥ || vi | parjanyam | sr̥janti | rodasī iti | anu | dhanvanā | yanti | vr̥ṣṭayaḥ ||5.53.6||,
5,53,6,b,5-53-6-B,vi parjanyaṁ sṛjanti rodasī anu dhanvanā yanti vṛṣṭayaḥ,"They set the storm-cloud free tostream through both the worlds, and rainfloods flow o'er desert spots.",वि पर्जन्यं सृजन्ति रोदसी अनु धन्वना यन्ति वृष्टयः,5-53-6,ā | yam | naraḥ | su-dānavaḥ | dadāśuṣe | divaḥ | kośam | acucyavuḥ || vi | parjanyam | sr̥janti | rodasī iti | anu | dhanvanā | yanti | vr̥ṣṭayaḥ ||5.53.6||,
5,53,7,a,5-53-7-A,tatṛdānāḥ sindhavaḥ kṣodasā rajaḥ pra sasrur dhenavo yathā,"The bursting streams m billowy flood have spread abroad, like milch-kine, o'er the firmament.",ततृदानाः सिन्धवः क्षोदसा रजः प्र सस्रुर्धेनवो यथा,5-53-7,tatr̥dānāḥ | sindhavaḥ | kṣodasā | rajaḥ | pra | sasruḥ | dhenavaḥ | yathā || syannāḥ | aśvāḥ-iva | adhvanaḥ | vi-mocane | vi | yat | vartante | enyaḥ ||5.53.7||,
5,53,7,b,5-53-7-B,syannā aśvā ivādhvano vimocane vi yad vartanta enyaḥ,"Like swift steeds hasting to their journey's resting-place, to every side run glittering brooks.",स्यन्ना अश्वा इवाध्वनो विमोचने वि यद्वर्तन्त एन्यः,5-53-7,tatr̥dānāḥ | sindhavaḥ | kṣodasā | rajaḥ | pra | sasruḥ | dhenavaḥ | yathā || syannāḥ | aśvāḥ-iva | adhvanaḥ | vi-mocane | vi | yat | vartante | enyaḥ ||5.53.7||,
5,53,8,a,5-53-8-A,ā yāta maruto diva āntarikṣād amād uta,"Hither, O Maruts, come from heaven, from mid-air, or from near at hand",आ यात मरुतो दिव आन्तरिक्षादमादुत,5-53-8,ā | yāta | marutaḥ | divaḥ | ā | antarikṣāt | amāt | uta || mā | ava | sthāta | parā-vataḥ ||5.53.8||,
5,53,8,b,5-53-8-B,māva sthāta parāvataḥ,Tarry not far away from us.,माव स्थात परावतः,5-53-8,ā | yāta | marutaḥ | divaḥ | ā | antarikṣāt | amāt | uta || mā | ava | sthāta | parā-vataḥ ||5.53.8||,
5,53,9,a,5-53-9-A,mā vo rasānitabhā kubhā krumur mā vaḥ sindhur ni rīramat,"So let not Rasa, Krumu, or Anitabha, Kubha, or Sindhu hold you back.",मा वो रसानितभा कुभा क्रुमुर्मा वः सिन्धुर्नि रीरमत्,5-53-9,mā | vaḥ | rasā | anitabhā | kubhā | krumuḥ | mā | vaḥ | sindhuḥ | ni | rīramat || mā | vaḥ | pari | sthāt | sarayuḥ | purīṣiṇī | asme iti | it | sumnam | astu | vaḥ ||5.53.9||,
5,53,9,b,5-53-9-B,mā vaḥ pari ṣṭhāt sarayuḥ purīṣiṇy asme it sumnam astu vaḥ,Let not the watery Sarayti obstruct your way. With us be all the bliss ye give.,मा वः परि ष्ठात्सरयुः पुरीषिण्यस्मे इत्सुम्नमस्तु वः,5-53-9,mā | vaḥ | rasā | anitabhā | kubhā | krumuḥ | mā | vaḥ | sindhuḥ | ni | rīramat || mā | vaḥ | pari | sthāt | sarayuḥ | purīṣiṇī | asme iti | it | sumnam | astu | vaḥ ||5.53.9||,
5,53,10,a,5-53-10-A,taṁ vaḥ śardhaṁ rathānāṁ tveṣaṁ gaṇam mārutaṁ navyasīnām,"That brilliant gathering of your cars, the company of Maruts, of the Youthful Ones,",तं वः शर्धं रथानां त्वेषं गणं मारुतं नव्यसीनाम्,5-53-10,tam | vaḥ | śardham | rathānām | tveṣam | gaṇam | mārutam | navyasīnām || anu | pra | yanti | vr̥ṣṭayaḥ ||5.53.10||,
5,53,10,b,5-53-10-B,anu pra yanti vṛṣṭayaḥ,"The rain-showers, speeding on, attend.",अनु प्र यन्ति वृष्टयः,5-53-10,tam | vaḥ | śardham | rathānām | tveṣam | gaṇam | mārutam | navyasīnām || anu | pra | yanti | vr̥ṣṭayaḥ ||5.53.10||,
5,53,11,a,5-53-11-A,śardhaṁ-śardhaṁ va eṣāṁ vrātaṁ-vrātaṁ gaṇaṁ-gaṇaṁ suśastibhiḥ,"With eulogies and hymns may we follow your army, troop by troop, and band by band,",शर्धंशर्धं व एषां व्रातंव्रातं गणंगणं सुशस्तिभिः,5-53-11,śardham-śardham | vaḥ | eṣām | vrātam-vrātam | gaṇam-gaṇam | suśasti-bhiḥ || anu | krāmema | dhīti-bhiḥ ||5.53.11||,
5,53,11,b,5-53-11-B,anu krāmema dhītibhiḥ,And company by company.,अनु क्रामेम धीतिभिः,5-53-11,śardham-śardham | vaḥ | eṣām | vrātam-vrātam | gaṇam-gaṇam | suśasti-bhiḥ || anu | krāmema | dhīti-bhiḥ ||5.53.11||,
5,53,12,a,5-53-12-A,kasmā adya sujātāya rātahavyāya pra yayuḥ,"To what oblation-giver, sprung of noble ancestry, have sped",कस्मा अद्य सुजाताय रातहव्याय प्र ययुः,5-53-12,kasmai | adya | su-jātāya | rāta-havyāya | pra | yayuḥ || enā | yāmena | marutaḥ ||5.53.12||,
5,53,12,b,5-53-12-B,enā yāmena marutaḥ,The Maruts on this course to-day?,एना यामेन मरुतः,5-53-12,kasmai | adya | su-jātāya | rāta-havyāya | pra | yayuḥ || enā | yāmena | marutaḥ ||5.53.12||,
5,53,13,a,5-53-13-A,yena tokāya tanayāya dhānyam bījaṁ vahadhve akṣitam,"Vouchsafe to us the bounty, that which we implore, through which, for child and progeny,",येन तोकाय तनयाय धान्यं बीजं वहध्वे अक्षितम्,5-53-13,yena | tokāya | tanayāya | dhānyam | bījam | vahadhve | akṣitam || asmabhyam | tat | dhattana | yat | vaḥ | īmahe | rādhaḥ | viśva-āyu | saubhagam ||5.53.13||,
5,53,13,b,5-53-13-B,asmabhyaṁ tad dhattana yad va īmahe rādho viśvāyu saubhagam,"Ye give the seed of corn that wasteth not away, and bliss that reacheth to all life.",अस्मभ्यं तद्धत्तन यद्व ईमहे राधो विश्वायु सौभगम्,5-53-13,yena | tokāya | tanayāya | dhānyam | bījam | vahadhve | akṣitam || asmabhyam | tat | dhattana | yat | vaḥ | īmahe | rādhaḥ | viśva-āyu | saubhagam ||5.53.13||,
5,53,14,a,5-53-14-A,atīyāma nidas tiraḥ svastibhir hitvāvadyam arātīḥ,"May we in safety pass by those who slander us, leaving behind disgrace and hate.",अतीयाम निदस्तिरः स्वस्तिभिर्हित्वावद्यमरातीः,5-53-14,ati | iyāma | nidaḥ | tiraḥ | svasti-bhiḥ | hitvā | avadyam | arātīḥ || vr̥ṣṭvī | sam | yoḥ | āpaḥ | usri | bheṣajam | syāma | marutaḥ | saha ||5.53.14||,
5,53,14,b,5-53-14-B,vṛṣṭvī śaṁ yor āpa usri bheṣajaṁ syāma marutaḥ saha,"Maruts, may we be there when ye, at dawn, in rest and toil, rain waters down and balm.",वृष्ट्वी शं योराप उस्रि भेषजं स्याम मरुतः सह,5-53-14,ati | iyāma | nidaḥ | tiraḥ | svasti-bhiḥ | hitvā | avadyam | arātīḥ || vr̥ṣṭvī | sam | yoḥ | āpaḥ | usri | bheṣajam | syāma | marutaḥ | saha ||5.53.14||,
5,53,15,a,5-53-15-A,sudevaḥ samahāsati suvīro naro marutaḥ sa martyaḥ,"Favoured by Gods shall he the man, O Heroes, Marutr! and possessed of noble sons,",सुदेवः समहासति सुवीरो नरो मरुतः स मर्त्यः,5-53-15,su-devaḥ | samaha | asati | su-vīraḥ | naraḥ | marutaḥ | saḥ | martyaḥ || yam | trāyadhve | syāma | te ||5.53.15||,
5,53,15,b,5-53-15-B,yaṁ trāyadhve syāma te,Whom ye protect. Such may we be.,यं त्रायध्वे स्याम ते,5-53-15,su-devaḥ | samaha | asati | su-vīraḥ | naraḥ | marutaḥ | saḥ | martyaḥ || yam | trāyadhve | syāma | te ||5.53.15||,
