maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha,
7,35,11,b,7-35-11-B,śam abhiṣācaḥ śam u rātiṣācaḥ śaṁ no divyāḥ pārthivāḥ śaṁ no apyāḥ,"Friendly be they, the Liberal Ones who seek us, yea, those who dwell in heaven, on earth, in waters.",शमभिषाचः शमु रातिषाचः शं नो दिव्याः पार्थिवाः शं नो अप्याः ,7-35-11,śam | naḥ | devāḥ | viśva-devāḥ | bhavantu | śam | sarasvatī | saha | dhībhiḥ | astu || śam | abhi-sācaḥ | śam | ūm̐ iti | rāti-sācaḥ | śam | naḥ | divyāḥ | pārthivāḥ | śam | naḥ | apyāḥ ||7.35.11||,
7,35,12,a,7-35-12-A,śaṁ naḥ satyasya patayo bhavantu śaṁ no arvantaḥ śam u santu gāvaḥ,May the great Lords of Truth protect and aid us: blest to us be our horses and our cattle.,शं नः सत्यस्य पतयो भवन्तु शं नो अर्वन्तः शमु सन्तु गावः,7-35-12,śam | naḥ | satyasya | patayaḥ | bhavantu | śam | naḥ | arvantaḥ | śam | ūm̐ iti | santu | gāvaḥ || śam | naḥ | r̥bhavaḥ | su-kr̥taḥ | su-hastāḥ | śam | naḥ | bhavantu | pitaraḥ | haveṣu ||7.35.12||,
7,35,12,b,7-35-12-B,śaṁ na ṛbhavaḥ sukṛtaḥ suhastāḥ śaṁ no bhavantu pitaro haveṣu,"Kind be the pious skilful-handed Rbhus, kind be the Fathers at our invocations.",शं न ऋभवः सुकृतः सुहस्ताः शं नो भवन्तु पितरो हवेषु ,7-35-12,śam | naḥ | satyasya | patayaḥ | bhavantu | śam | naḥ | arvantaḥ | śam | ūm̐ iti | santu | gāvaḥ || śam | naḥ | r̥bhavaḥ | su-kr̥taḥ | su-hastāḥ | śam | naḥ | bhavantu | pitaraḥ | haveṣu ||7.35.12||,
7,35,13,a,7-35-13-A,śaṁ no aja ekapād devo astu śaṁ no 'hir budhnyaḥ śaṁ samudraḥ,"May Aja-Ekapad, the God, be gracious, gracious the Dragon of the Deep, and Ocean.",शं नो अज एकपाद्देवो अस्तु शं नोऽहिर्बुध्न्यः शं समुद्रः,7-35-13,śam | naḥ | ajaḥ | eka-pāt | devaḥ | astu | śam | naḥ | ahiḥ | budhnyaḥ | śam | samudraḥ || śam | naḥ | apām | napāt | peruḥ | astu | śam | naḥ | pr̥śniḥ | bhavatu | deva-gopā ||7.35.13||,
7,35,13,b,7-35-13-B,śaṁ no apāṁ napāt perur astu śaṁ naḥ pṛśnir bhavatu devagopā,"Gracious be he the swelling Child of Waters, gracious be Prsni who hath Gods to guard her.",शं नो अपां नपात्पेरुरस्तु शं नः पृश्निर्भवतु देवगोपा ,7-35-13,śam | naḥ | ajaḥ | eka-pāt | devaḥ | astu | śam | naḥ | ahiḥ | budhnyaḥ | śam | samudraḥ || śam | naḥ | apām | napāt | peruḥ | astu | śam | naḥ | pr̥śniḥ | bhavatu | deva-gopā ||7.35.13||,
7,35,14,a,7-35-14-A,ādityā rudrā vasavo juṣantedam brahma kriyamāṇaṁ navīyaḥ,"So may the Rudras, Vasus, and Adityas accept the new hymn which we now are making.",आदित्या रुद्रा वसवो जुषन्तेदं ब्रह्म क्रियमाणं नवीयः,7-35-14,ādityāḥ | rudrāḥ | vasavaḥ | juṣanta | idam | brahma | kriyamāṇam | navīyaḥ || śr̥ṇvantu | naḥ | divyāḥ | pārthivāsaḥ | go-jātāḥ | uta | ye | yajñiyāsaḥ ||7.35.14||,
7,35,14,b,7-35-14-B,śṛṇvantu no divyāḥ pārthivāso gojātā uta ye yajñiyāsaḥ,"May all the Holy Ones of earth and heaven, and the Cow's offipring hear our invocation.",शृण्वन्तु नो दिव्याः पार्थिवासो गोजाता उत ये यज्ञियासः ,7-35-14,ādityāḥ | rudrāḥ | vasavaḥ | juṣanta | idam | brahma | kriyamāṇam | navīyaḥ || śr̥ṇvantu | naḥ | divyāḥ | pārthivāsaḥ | go-jātāḥ | uta | ye | yajñiyāsaḥ ||7.35.14||,
7,35,15,a,7-35-15-A,ye devānāṁ yajñiyā yajñiyānām manor yajatrā amṛtā ṛtajñāḥ,"They who of Holy Gods are very holy, Immortal, knowing Law, whom man must worship,-",ये देवानां यज्ञिया यज्ञियानां मनोर्यजत्रा अमृता ऋतज्ञाः,7-35-15,ye | devānām | yajñiyāḥ | yajñiyānām | manoḥ | yajatrāḥ | amr̥tāḥ | r̥ta-jñāḥ || te | naḥ | rāsantām | uru-gāyam | adya | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.35.15||,
7,35,15,b,7-35-15-B,te no rāsantām urugāyam adya yūyam pāta svastibhiḥ sadā naḥ,"May these to-day give us broad paths to travel. Preserve us evermore, ye Gods, with blessings.",ते नो रासन्तामुरुगायमद्य यूयं पात स्वस्तिभिः सदा नः ,7-35-15,ye | devānām | yajñiyāḥ | yajñiyānām | manoḥ | yajatrāḥ | amr̥tāḥ | r̥ta-jñāḥ || te | naḥ | rāsantām | uru-gāyam | adya | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.35.15||,
7,36,1,a,7-36-1-A,pra brahmaitu sadanād ṛtasya vi raśmibhiḥ sasṛje sūryo gāḥ,"LET the prayer issue from the seat of Order, for Surya with his beams hath loosed the cattle.",प्र ब्रह्मैतु सदनादृतस्य वि रश्मिभिः ससृजे सूर्यो गाः,7-36-1,pra | brahma | etu | sadanāt | r̥tasya | vi | raśmi-bhiḥ | sasr̥je | sūryaḥ | gāḥ || vi | sānunā | pr̥thivī | sasre | urvī | pr̥thu | pratīkam | adhi | ā | īdhe | agniḥ ||7.36.1||,
7,36,1,b,7-36-1-B,vi sānunā pṛthivī sasra urvī pṛthu pratīkam adhy edhe agniḥ,"With lofty ridges earth is far extended, and Agni's flame hath lit the spacious surface.",वि सानुना पृथिवी सस्र उर्वी पृथु प्रतीकमध्येधे अग्निः ,7-36-1,pra | brahma | etu | sadanāt | r̥tasya | vi | raśmi-bhiḥ | sasr̥je | sūryaḥ | gāḥ || vi | sānunā | pr̥thivī | sasre | urvī | pr̥thu | pratīkam | adhi | ā | īdhe | agniḥ ||7.36.1||,
7,36,2,a,7-36-2-A,imāṁ vām mitrāvaruṇā suvṛktim iṣaṁ na kṛṇve asurā navīyaḥ,"O Asuras, O Varuna and Mitra, this hymn to you, like food, anew I offer.",इमां वां मित्रावरुणा सुवृक्तिमिषं न कृण्वे असुरा नवीयः,7-36-2,imām | vām | mitrāvaruṇā | su-vr̥ktim | iṣam | na | kr̥ṇve | asurā | navīyaḥ || inaḥ | vām | anyaḥ | pada-vīḥ | adabdhaḥ | janam | ca | mitraḥ | yatati | bruvāṇaḥ ||7.36.2||,
7,36,2,b,7-36-2-B,ino vām anyaḥ padavīr adabdho janaṁ ca mitro yatati bruvāṇaḥ,"One of you is a strong unerring Leader, and Mitra, speaking, stirreth men to labour.",इनो वामन्यः पदवीरदब्धो जनं च मित्रो यतति ब्रुवाणः ,7-36-2,imām | vām | mitrāvaruṇā | su-vr̥ktim | iṣam | na | kr̥ṇve | asurā | navīyaḥ || inaḥ | vām | anyaḥ | pada-vīḥ | adabdhaḥ | janam | ca | mitraḥ | yatati | bruvāṇaḥ ||7.36.2||,
7,36,3,a,7-36-3-A,ā vātasya dhrajato ranta ityā apīpayanta dhenavo na sūdāḥ,"The movements of the gliding wind come hither: like cows, the springs are filled to overflowing.",आ वातस्य ध्रजतो रन्त इत्या अपीपयन्त धेनवो न सूदाः,7-36-3,ā | vātasya | dhrajataḥ | rante | ityāḥ | apīpayanta | dhenavaḥ | na | sūdāḥ || mahaḥ | divaḥ | sadane | jāyamānaḥ | acikradat | vr̥ṣabhaḥ | sasmin | ūdhan ||7.36.3||,
7,36,3,b,7-36-3-B,maho divaḥ sadane jāyamāno 'cikradad vṛṣabhaḥ sasminn ūdhan,Born in the station e'en of lofty heaven the Bull hath loudly bellowed in this region.,महो दिवः सदने जायमानोऽचिक्रदद्वृषभः सस्मिन्नूधन् ,7-36-3,ā | vātasya | dhrajataḥ | rante | ityāḥ | apīpayanta | dhenavaḥ | na | sūdāḥ || mahaḥ | divaḥ | sadane | jāyamānaḥ | acikradat | vr̥ṣabhaḥ | sasmin | ūdhan ||7.36.3||,
7,36,4,a,7-36-4-A,girā ya etā yunajad dharī ta indra priyā surathā śūra dhāyū,"May I bring hither with my song, O Indra, wise Aryaman who yokes thy dear Bay Horses,",गिरा य एता युनजद्धरी त इन्द्र प्रिया सुरथा शूर धायू,7-36-4,girā | yaḥ | etā | yunajat | harī iti | te | indra | priyā | su-rathā | śūra | dhāyū iti || pra | yaḥ | manyum | ririkṣataḥ | mināti | ā | su-kratum | aryamaṇam | vavr̥tyām ||7.36.4||,
7,36,4,b,7-36-4-B,pra yo manyuṁ ririkṣato mināty ā sukratum aryamaṇaṁ vavṛtyām,"Voracious, with thy noble car, O Hero, him who defeats the wrath of the malicious.",प्र यो मन्युं रिरिक्षतो मिनात्या सुक्रतुमर्यमणं ववृत्याम् ,7-36-4,girā | yaḥ | etā | yunajat | harī iti | te | indra | priyā | su-rathā | śūra | dhāyū iti || pra | yaḥ | manyum | ririkṣataḥ | mināti | ā | su-kratum | aryamaṇam | vavr̥tyām ||7.36.4||,
7,36,5,a,7-36-5-A,yajante asya sakhyaṁ vayaś ca namasvinaḥ sva ṛtasya dhāman,In their own place of sacrifice adorers worship to gain long life and win his friendship.,यजन्ते अस्य सख्यं वयश्च नमस्विनः स्व ऋतस्य धामन्,7-36-5,yajante | asya | sakhyam | vayaḥ | ca | namasvinaḥ | sve | r̥tasya | dhāman || vi | pr̥kṣaḥ | bābadhe | nr̥-bhiḥ | stavānaḥ | idam | namaḥ | rudrāya | preṣṭham ||7.36.5||,
7,36,5,b,7-36-5-B,vi pṛkṣo bābadhe nṛbhiḥ stavāna idaṁ namo rudrāya preṣṭham,"He hath poured food on men when they have praised him; be this, the dearest reverence, paid to Rudra.",वि पृक्षो बाबधे नृभिः स्तवान इदं नमो रुद्राय प्रेष्ठम् ,7-36-5,yajante | asya | sakhyam | vayaḥ | ca | namasvinaḥ | sve | r̥tasya | dhāman || vi | pr̥kṣaḥ | bābadhe | nr̥-bhiḥ | stavānaḥ | idam | namaḥ | rudrāya | preṣṭham ||7.36.5||,
7,36,6,a,7-36-6-A,ā yat sākaṁ yaśaso vāvaśānāḥ sarasvatī saptathī sindhumātā,"Coming together, glorious, loudly roaring - Sarasvati, Mother of Floods, the seventh-",आ यत्साकं यशसो वावशानाः सरस्वती सप्तथी सिन्धुमाता,7-36-6,ā | yat | sākam | yaśasaḥ | vāvaśānāḥ | sarasvatī | saptathī | sindhu-mātā || yāḥ | susvayanta | su-dughāḥ | su-dhārāḥ | abhi | svena | payasā | pīpyānāḥ ||7.36.6||,
7,36,6,b,7-36-6-B,yāḥ suṣvayanta sudughāḥ sudhārā abhi svena payasā pīpyānāḥ,"With copious milk, with fair streams, strongly flowing, full swelling with the volume of their water;",याः सुष्वयन्त सुदुघाः सुधारा अभि स्वेन पयसा पीप्यानाः ,7-36-6,ā | yat | sākam | yaśasaḥ | vāvaśānāḥ | sarasvatī | saptathī | sindhu-mātā || yāḥ | susvayanta | su-dughāḥ | su-dhārāḥ | abhi | svena | payasā | pīpyānāḥ ||7.36.6||,
7,36,7,a,7-36-7-A,uta tye no maruto mandasānā dhiyaṁ tokaṁ ca vājino 'vantu,"And may the mighty Maruts, too, rejoicing, aid our devotion and protect our offspring.",उत त्ये नो मरुतो मन्दसाना धियं तोकं च वाजिनोऽवन्तु,7-36-7,uta | tye | naḥ | marutaḥ | mandasānāḥ | dhiyam | tokam | ca | vājinaḥ | avantu || mā | naḥ | pari | khyat | akṣarā | carantī | avīvr̥dhan | yujyam | te | rayim | naḥ ||7.36.7||,
7,36,7,b,7-36-7-B,mā naḥ pari khyad akṣarā caranty avīvṛdhan yujyaṁ te rayiṁ naḥ,"Let not swift-moving Aksara neglect us: they have increased our own appropriate riches,",मा नः परि ख्यदक्षरा चरन्त्यवीवृधन्युज्यं ते रयिं नः ,7-36-7,uta | tye | naḥ | marutaḥ | mandasānāḥ | dhiyam | tokam | ca | vājinaḥ | avantu || mā | naḥ | pari | khyat | akṣarā | carantī | avīvr̥dhan | yujyam | te | rayim | naḥ ||7.36.7||,
7,36,8,a,7-36-8-A,pra vo mahīm aramatiṁ kṛṇudhvam pra pūṣaṇaṁ vidathyaṁ na vīram,"Bring ye the great Aramati before you, and Pusan as the Hero of the synod,",प्र वो महीमरमतिं कृणुध्वं प्र पूषणं विदथ्यं न वीरम्,7-36-8,pra | vaḥ | mahīm | aramatim | kr̥ṇudhvam | pra | pūṣaṇam | vidathyam | na | vīram || bhagam | dhiyaḥ | avitāram | naḥ | asyāḥ | śātau | vājam | rāti-sācam | puram-dhim ||7.36.8||,
7,36,8,b,7-36-8-B,bhagaṁ dhiyo 'vitāraṁ no asyāḥ sātau vājaṁ rātiṣācam puraṁdhim,"Bhaga who looks upon this hymn with favour, and, as our strength, the bountiful Purandbi.",भगं धियोऽवितारं नो अस्याः सातौ वाजं रातिषाचं पुरंधिम् ,7-36-8,pra | vaḥ | mahīm | aramatim | kr̥ṇudhvam | pra | pūṣaṇam | vidathyam | na | vīram || bhagam | dhiyaḥ | avitāram | naḥ | asyāḥ | śātau | vājam | rāti-sācam | puram-dhim ||7.36.8||,
7,36,9,a,7-36-9-A,acchāyaṁ vo marutaḥ śloka etv acchā viṣṇuṁ niṣiktapām avobhiḥ,"May this our song of praise reach you, O Maruts, and Visnu guardian of the future infant.",अच्छायं वो मरुतः श्लोक एत्वच्छा विष्णुं निषिक्तपामवोभिः,7-36-9,accha | ayam | vaḥ | marutaḥ | ślokaḥ | etu | accha | viṣṇum | nisikta-pām | avaḥ-bhiḥ || uta | pra-jāyai | gr̥ṇate | vayaḥ | dhuḥ | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.36.9||,
7,36,9,b,7-36-9-B,uta prajāyai gṛṇate vayo dhur yūyam pāta svastibhiḥ sadā naḥ,"May they vouchsafe the singer strength for offspring. Preserve us evermore, ye Gods, with blessings.",उत प्रजायै गृणते वयो धुर्यूयं पात स्वस्तिभिः सदा नः ,7-36-9,accha | ayam | vaḥ | marutaḥ | ślokaḥ | etu | accha | viṣṇum | nisikta-pām | avaḥ-bhiḥ || uta | pra-jāyai | gr̥ṇate | vayaḥ | dhuḥ | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.36.9||,
7,37,1,a,7-37-1-A,ā vo vāhiṣṭho vahatu stavadhyai ratho vājā ṛbhukṣaṇo amṛktaḥ,"LET your best-bearing car that must be lauded, ne'er injured, bring you Vajas and Rbhuksans.",आ वो वाहिष्ठो वहतु स्तवध्यै रथो वाजा ऋभुक्षणो अमृक्तः,7-37-1,ā | vaḥ | vāhiṣṭhaḥ | vahatu | stavadhyai | rathaḥ | vājāḥ | r̥bhukṣaṇaḥ | amr̥ktaḥ || abhi | tri-pr̥ṣṭhaiḥ | savaneṣu | somaiḥ | made | su-śiprāḥ | maha-bhiḥ | pr̥ṇadhvam ||7.37.1||,
7,37,1,b,7-37-1-B,abhi tripṛṣṭhaiḥ savaneṣu somair made suśiprā mahabhiḥ pṛṇadhvam,"Fill you, fair-helmeted! with mighty Soma, thrice-mixed, at our libations to delight you.",अभि त्रिपृष्ठैः सवनेषु सोमैर्मदे सुशिप्रा महभिः पृणध्वम् ,7-37-1,ā | vaḥ | vāhiṣṭhaḥ | vahatu | stavadhyai | rathaḥ | vājāḥ | r̥bhukṣaṇaḥ | amr̥ktaḥ || abhi | tri-pr̥ṣṭhaiḥ | savaneṣu | somaiḥ | made | su-śiprāḥ | maha-bhiḥ | pr̥ṇadhvam ||7.37.1||,
7,37,2,a,7-37-2-A,yūyaṁ ha ratnam maghavatsu dhattha svardṛśa ṛbhukṣaṇo amṛktam,"Ye who behold the light of heaven, Rbhuksans, give our rich patrons unmolested riches.",यूयं ह रत्नं मघवत्सु धत्थ स्वर्दृश ऋभुक्षणो अमृक्तम्,7-37-2,yūyam | ha | ratnam | maghavat-su | dhattha | svaḥ-dr̥śaḥ | r̥bhukṣaṇaḥ | amr̥ktam || sam | yajñeṣu | svadhā-vantaḥ | pibadhvam | vi | naḥ | rādhāṁsi | mati-bhiḥ | dayadhvam ||7.37.2||,
7,37,2,b,7-37-2-B,saṁ yajñeṣu svadhāvantaḥ pibadhvaṁ vi no rādhāṁsi matibhir dayadhvam,"Drink, heavenly-natured. at our sacrifices, and give us bounties for the hymns we sing you.",सं यज्ञेषु स्वधावन्तः पिबध्वं वि नो राधांसि मतिभिर्दयध्वम् ,7-37-2,yūyam | ha | ratnam | maghavat-su | dhattha | svaḥ-dr̥śaḥ | r̥bhukṣaṇaḥ | amr̥ktam || sam | yajñeṣu | svadhā-vantaḥ | pibadhvam | vi | naḥ | rādhāṁsi | mati-bhiḥ | dayadhvam ||7.37.2||,
7,37,3,a,7-37-3-A,uvocitha hi maghavan deṣṇam maho arbhasya vasuno vibhāge,"For thou, O Bounteous One, art used to giving, at parting treasure whether small or ample.",उवोचिथ हि मघवन्देष्णं महो अर्भस्य वसुनो विभागे,7-37-3,uvocitha | hi | magha-van | deṣṇam | mahaḥ | arbhasya | vasunaḥ | vi-bhāge || ubhā | te | pūrṇā | vasunā | gabhastī iti | na | sūnr̥tā | ni | yamate | vasavyā ||7.37.3||,
7,37,3,b,7-37-3-B,ubhā te pūrṇā vasunā gabhastī na sūnṛtā ni yamate vasavyā,Filled full are both thine arms with great possessions: thy goodness keeps thee not from granting riches,उभा ते पूर्णा वसुना गभस्ती न सूनृता नि यमते वसव्या ,7-37-3,uvocitha | hi | magha-van | deṣṇam | mahaḥ | arbhasya | vasunaḥ | vi-bhāge || ubhā | te | pūrṇā | vasunā | gabhastī iti | na | sūnr̥tā | ni | yamate | vasavyā ||7.37.3||,
7,37,4,a,7-37-4-A,tvam indra svayaśā ṛbhukṣā vājo na sādhur astam eṣy ṛkvā,"Indra, high-famed, as Vaja and Rbhuksans, thou goest working, singing to the dwelling.",त्वमिन्द्र स्वयशा ऋभुक्षा वाजो न साधुरस्तमेष्यृक्वा,7-37-4,tvam | indra | sva-yaśāḥ | r̥bhukṣāḥ | vājaḥ | na | sādhuḥ | astam | eṣi | r̥kvā || vayam | nu | te | dāśvāṁsaḥ | syāma | brahma | kr̥ṇvantaḥ | hari-vaḥ | vasiṣṭhāḥ ||7.37.4||,
7,37,4,b,7-37-4-B,vayaṁ nu te dāśvāṁsaḥ syāma brahma kṛṇvanto harivo vasiṣṭhāḥ,"Lord of Bay Steeds, this day may we Vasisthas offer our prayers to thee and bring oblations.",वयं नु ते दाश्वांसः स्याम ब्रह्म कृण्वन्तो हरिवो वसिष्ठाः ,7-37-4,tvam | indra | sva-yaśāḥ | r̥bhukṣāḥ | vājaḥ | na | sādhuḥ | astam | eṣi | r̥kvā || vayam | nu | te | dāśvāṁsaḥ | syāma | brahma | kr̥ṇvantaḥ | hari-vaḥ | vasiṣṭhāḥ ||7.37.4||,
7,37,5,a,7-37-5-A,sanitāsi pravato dāśuṣe cid yābhir viveṣo haryaśva dhībhiḥ,"Thou winnest swift advancement for thy servant, through hymns, Lord of Bay Steeds, which thou hast favoure",सनितासि प्रवतो दाशुषे चिद्याभिर्विवेषो हर्यश्व धीभिः,7-37-5,sanitā | asi | pra-vataḥ | dāśuṣe | cit | yābhiḥ | viveṣaḥ | hari-aśva | dhībhiḥ || vavanma | nu | te | yujyābhiḥ | ūtī | kadā | naḥ | indra | rāyaḥ | ā | daśasyeḥ ||7.37.5||,
7,37,5,b,7-37-5-B,vavanmā nu te yujyābhir ūtī kadā na indra rāya ā daśasyeḥ,"For thee with friendly succour have we battled, and when, O Indra, wilt thou grant us riches?",ववन्मा नु ते युज्याभिरूती कदा न इन्द्र राय आ दशस्येः ,7-37-5,sanitā | asi | pra-vataḥ | dāśuṣe | cit | yābhiḥ | viveṣaḥ | hari-aśva | dhībhiḥ || vavanma | nu | te | yujyābhiḥ | ūtī | kadā | naḥ | indra | rāyaḥ | ā | daśasyeḥ ||7.37.5||,
7,37,6,a,7-37-6-A,vāsayasīva vedhasas tvaṁ naḥ kadā na indra vacaso bubodhaḥ,"To us thy priests a home, as 'twere, thou givest: when, Indra wilt thou recognize our praises?",वासयसीव वेधसस्त्वं नः कदा न इन्द्र वचसो बुबोधः,7-37-6,vāsayasi-iva | vedhasaḥ | tvam | naḥ | kadā | naḥ | indra | vacasaḥ | bubodhaḥ || astam | tātyā | dhiyā | rayim | su-vīram | pr̥kṣaḥ | naḥ | arvā | ni | uhīta | vājī ||7.37.6||,
7,37,6,b,7-37-6-B,astaṁ tātyā dhiyā rayiṁ suvīram pṛkṣo no arvā ny uhīta vājī,"May thy strong Steed, through our ancestral worship, bring food and wealth with heroes to our dwelling.",अस्तं तात्या धिया रयिं सुवीरं पृक्षो नो अर्वा न्युहीत वाजी ,7-37-6,vāsayasi-iva | vedhasaḥ | tvam | naḥ | kadā | naḥ | indra | vacasaḥ | bubodhaḥ || astam | tātyā | dhiyā | rayim | su-vīram | pr̥kṣaḥ | naḥ | arvā | ni | uhīta | vājī ||7.37.6||,
7,37,7,a,7-37-7-A,abhi yaṁ devī nirṛtiś cid īśe nakṣanta indraṁ śaradaḥ supṛkṣaḥ,"Though Nirrti the Goddess reigneth round him, Autumns with food in plenty come to Indra.",अभि यं देवी निरृतिश्चिदीशे नक्षन्त इन्द्रं शरदः सुपृक्षः,7-37-7,abhi | yam | devī | niḥ-r̥tiḥ | cit | īśe | nakṣante | indram | śaradaḥ | su-pr̥kṣaḥ || upa | tri-bandhuḥ | jarat-aṣṭim | eti | asva-veśam | yam | kr̥ṇavanta | martāḥ ||7.37.7||,
7,37,7,b,7-37-7-B,upa tribandhur jaradaṣṭim ety asvaveśaṁ yaṁ kṛṇavanta martāḥ,"With three close Friends to length of days he cometh, he whom men let not rest at home in quiet.",उप त्रिबन्धुर्जरदष्टिमेत्यस्ववेशं यं कृणवन्त मर्ताः ,7-37-7,abhi | yam | devī | niḥ-r̥tiḥ | cit | īśe | nakṣante | indram | śaradaḥ | su-pr̥kṣaḥ || upa | tri-bandhuḥ | jarat-aṣṭim | eti | asva-veśam | yam | kr̥ṇavanta | martāḥ ||7.37.7||,
7,37,8,a,7-37-8-A,ā no rādhāṁsi savitaḥ stavadhyā ā rāyo yantu parvatasya rātau,"Promise us gifts, O Savitar: may riches come unto us in Parvata's full bounty.",आ नो राधांसि सवितः स्तवध्या आ रायो यन्तु पर्वतस्य रातौ,7-37-8,ā | naḥ | rādhāṁsi | savitariti | stavadhyai | ā | rāyaḥ | yantu | parvatasya | rātau || sadā | naḥ | divyaḥ | pāyuḥ | sisaktu | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.37.8||,
7,37,8,b,7-37-8-B,sadā no divyaḥ pāyuḥ siṣaktu yūyam pāta svastibhiḥ sadā naḥ,"May the Celestial Guardian still attend us. Preserve us evermore, ye Gods, with blessings.",सदा नो दिव्यः पायुः सिषक्तु यूयं पात स्वस्तिभिः सदा नः ,7-37-8,ā | naḥ | rādhāṁsi | savitariti | stavadhyai | ā | rāyaḥ | yantu | parvatasya | rātau || sadā | naḥ | divyaḥ | pāyuḥ | sisaktu | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.37.8||,
7,38,1,a,7-38-1-A,ud u ṣya devaḥ savitā yayāma hiraṇyayīm amatiṁ yām aśiśret,"ON high hath Savitar, this God, extended the golden lustre which he spreads around him.",उदु ष्य देवः सविता ययाम हिरण्ययीममतिं यामशिश्रेत्,7-38-1,ut | ūm̐ iti | syaḥ | devaḥ | savitā | yayāma | hiraṇyayīm | amatim | yām | aśiśret || nūnam | bhagaḥ | havyaḥ | mānuṣebhiḥ | vi | yaḥ | ratnā | puru-vasuḥ | dadhāti ||7.38.1||,
7,38,1,b,7-38-1-B,nūnam bhago havyo mānuṣebhir vi yo ratnā purūvasur dadhāti,"Now, now must Bhaga be invoked by mortals, Lord of great riches who distributes treasures.",नूनं भगो हव्यो मानुषेभिर्वि यो रत्ना पुरूवसुर्दधाति ,7-38-1,ut | ūm̐ iti | syaḥ | devaḥ | savitā | yayāma | hiraṇyayīm | amatim | yām | aśiśret || nūnam | bhagaḥ | havyaḥ | mānuṣebhiḥ | vi | yaḥ | ratnā | puru-vasuḥ | dadhāti ||7.38.1||,
7,38,2,a,7-38-2-A,ud u tiṣṭha savitaḥ śrudhy asya hiraṇyapāṇe prabhṛtāv ṛtasya,"Rise up, O Savitar whose hands are golden, and hear this man while sacrifice is offered,",उदु तिष्ठ सवितः श्रुध्यस्य हिरण्यपाणे प्रभृतावृतस्य,7-38-2,ut | ūm̐ iti | tiṣṭha | savitariti | śrudhi | asya | hiraṇya-pāṇe | pra-bhr̥tau | r̥tasya || vi | urvīm | pr̥thvīm | amatim | sr̥jānaḥ | ā | nr̥-bhyaḥ | marta-bhojanam | suvānaḥ ||7.38.2||,
7,38,2,b,7-38-2-B,vy urvīm pṛthvīm amatiṁ sṛjāna ā nṛbhyo martabhojanaṁ suvānaḥ,"Spreading afar thy broad and wide effulgence, and bringing mortal men the food that feeds them.",व्युर्वीं पृथ्वीममतिं सृजान आ नृभ्यो मर्तभोजनं सुवानः ,7-38-2,ut | ūm̐ iti | tiṣṭha | savitariti | śrudhi | asya | hiraṇya-pāṇe | pra-bhr̥tau | r̥tasya || vi | urvīm | pr̥thvīm | amatim | sr̥jānaḥ | ā | nr̥-bhyaḥ | marta-bhojanam | suvānaḥ ||7.38.2||,
7,38,3,a,7-38-3-A,api ṣṭutaḥ savitā devo astu yam ā cid viśve vasavo gṛṇanti,"Let Savitar the God he hymned with praises, to whom the Vasus, even, all sing glory.",अपि ष्टुतः सविता देवो अस्तु यमा चिद्विश्वे वसवो गृणन्ति,7-38-3,api | stutaḥ | savitā | devaḥ | astu | yam | ā | cit | viśve | vasavaḥ | gr̥ṇanti || saḥ | naḥ | stomān | namasyaḥ | canaḥ | dhāt | viśvebhiḥ | pātu | pāyu-bhiḥ | ni | sūrīn ||7.38.3||,
7,38,3,b,7-38-3-B,sa naḥ stomān namasyaś cano dhād viśvebhiḥ pātu pāyubhir ni sūrīn,Sweet be our lauds to him whose due is worship: may he with all protection guard our princes.,स नः स्तोमान्नमस्यश्चनो धाद्विश्वेभिः पातु पायुभिर्नि सूरीन् ,7-38-3,api | stutaḥ | savitā | devaḥ | astu | yam | ā | cit | viśve | vasavaḥ | gr̥ṇanti || saḥ | naḥ | stomān | namasyaḥ | canaḥ | dhāt | viśvebhiḥ | pātu | pāyu-bhiḥ | ni | sūrīn ||7.38.3||,
7,38,4,a,7-38-4-A,abhi yaṁ devy aditir gṛṇāti savaṁ devasya savitur juṣāṇā,"Even he whom Aditi the Goddess praises, rejoicing in God Savitar's incitement:",अभि यं देव्यदितिर्गृणाति सवं देवस्य सवितुर्जुषाणा,7-38-4,abhi | yam | devī | aditiḥ | gr̥ṇāti | savam | devasya | savituḥ | juṣāṇā || abhi | sam-rājaḥ | varuṇaḥ | gr̥ṇanti | abhi | mitrāsaḥ | aryamā | sa-joṣāḥ ||7.38.4||,
7,38,4,b,7-38-4-B,abhi samrājo varuṇo gṛṇanty abhi mitrāso aryamā sajoṣāḥ,"Even he who praise the high imperial Rulers, Varuna, Mitra, Aryaman, sing in concert.",अभि सम्राजो वरुणो गृणन्त्यभि मित्रासो अर्यमा सजोषाः ,7-38-4,abhi | yam | devī | aditiḥ | gr̥ṇāti | savam | devasya | savituḥ | juṣāṇā || abhi | sam-rājaḥ | varuṇaḥ | gr̥ṇanti | abhi | mitrāsaḥ | aryamā | sa-joṣāḥ ||7.38.4||,
